"Part Number","Tariff Code","Hazard/Dangerous Code","Dealer Net Price","Flat Fee","Large Tracks Charge","Regular Tracks Charge","Tires ATV Large Charge","Tires ATV Small Charge","Tires MC Charge","Wheels ATV Charge","Wheels MC Charge"
0215-0047,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0048,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0050,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0055,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0056,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0057,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0058,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0059,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0060,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0062,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0064,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0065,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0066,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0069,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0070,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0072,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0075,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0076,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0077,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0078,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0079,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0080,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0081,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0083,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0084,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0085,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0089,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0092,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0093,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0099,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0100,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0101,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0102,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0103,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0108,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0114,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0115,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0116,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0117,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-0120,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0124,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0128,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0133,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0134,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0141,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0146,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0151,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0152,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0153,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0155,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0157,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0159,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0160,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0162,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0164,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0165,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0166,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0167,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0168,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0169,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0170,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0174,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0178,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0180,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0181,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0182,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0183,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0184,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0185,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0186,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0190,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0193,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0194,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0195,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0197,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0201,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0202,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0204,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0207,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0211,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0219,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0220,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0221,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0223,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0224,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0225,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0227,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0228,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0229,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0233,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0235,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0236,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0242,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0244,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0246,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0247,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0248,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0249,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0250,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0286,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0288,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0297,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0316,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0330,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0353,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0376,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0400,8482.10.00.52,None,N,Y,N,N,N,N,N,N,N
0215-0402,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0404,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0407,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0417,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0418,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0423,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0425,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0427,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0428,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0429,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0430,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0431,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0625,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0626,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0627,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0634,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0637,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0638,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0660,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0737,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0738,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0752,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0759,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0760,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0761,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0772,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0776,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0800,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0811,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0814,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0850,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0851,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0856,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0857,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0858,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0860,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0861,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0866,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0880,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0896,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0946,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0947,8482.10.00.52,None,N,Y,N,N,N,N,N,N,N
0215-0951,,None,N,Y,N,N,N,N,N,N,N
0215-0954,,None,N,Y,N,N,N,N,N,N,N
0215-0958,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0959,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0960,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0962,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0963,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0979,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-0980,,None,N,Y,N,N,N,N,N,N,N
0215-0988,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-0992,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-0994,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-1003,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1006,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1009,8482.80.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1010,8482.80.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1011,8482.80.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1012,8482.80.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1013,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1022,8482.10.00.90,None,N,Y,N,N,N,N,N,N,N
0215-1028,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1031,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1034,,None,N,Y,N,N,N,N,N,N,N
0215-1035,,None,N,Y,N,N,N,N,N,N,N
0215-1061,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1065,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1068,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1072,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1073,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1076,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1077,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1078,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1101,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1103,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1104,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1107,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1108,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1112,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1114,8482.10.00.52,None,N,Y,N,N,N,N,N,N,N
0215-1116,8482.10.00.51,None,N,Y,N,N,N,N,N,N,N
0215-1134,,None,N,Y,N,N,N,N,N,N,N
0215-1136,,None,N,Y,N,N,N,N,N,N,N
0215-1137,,None,N,Y,N,N,N,N,N,N,N
0215-1138,,None,N,Y,N,N,N,N,N,N,N
0215-1179,,None,N,Y,N,N,N,N,N,N,N
0215-1180,,None,N,Y,N,N,N,N,N,N,N
0215-1181,,None,N,Y,N,N,N,N,N,N,N
0215-1182,,None,N,Y,N,N,N,N,N,N,N
0215-1183,,None,N,Y,N,N,N,N,N,N,N
0215-1184,,None,N,Y,N,N,N,N,N,N,N
0215-1187,,None,N,Y,N,N,N,N,N,N,N
0215-1188,,None,N,Y,N,N,N,N,N,N,N
0215-1189,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1191,,None,N,Y,N,N,N,N,N,N,N
0215-1192,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1193,,None,N,Y,N,N,N,N,N,N,N
0215-1194,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1195,,None,N,Y,N,N,N,N,N,N,N
0215-1197,,None,N,Y,N,N,N,N,N,N,N
0215-1198,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1199,,None,N,Y,N,N,N,N,N,N,N
0215-1200,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1201,,None,N,Y,N,N,N,N,N,N,N
0215-1202,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1203,,None,N,Y,N,N,N,N,N,N,N
0215-1204,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1205,,None,N,Y,N,N,N,N,N,N,N
0215-1206,,None,N,Y,N,N,N,N,N,N,N
0215-1207,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1208,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1209,,None,N,Y,N,N,N,N,N,N,N
0215-1210,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1211,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1212,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1213,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1214,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1215,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1216,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1217,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1218,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1219,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1220,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1221,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1223,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1224,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1225,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1226,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1227,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1228,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1229,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1230,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1231,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1232,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1233,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1234,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1235,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1236,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1237,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1238,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1239,,None,N,Y,N,N,N,N,N,N,N
0215-1240,,None,N,Y,N,N,N,N,N,N,N
0215-1241,,None,N,Y,N,N,N,N,N,N,N
0215-1242,,None,N,Y,N,N,N,N,N,N,N
0215-1243,,None,N,Y,N,N,N,N,N,N,N
0215-1244,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1245,,None,N,Y,N,N,N,N,N,N,N
0215-1247,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1276,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1277,8482.10.00.30,None,N,Y,N,N,N,N,N,N,N
0215-1278,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1279,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1280,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1281,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1282,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1283,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1284,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1285,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1286,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1287,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1288,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
0215-1300,,None,N,Y,N,N,N,N,N,N,N
0215-1301,,None,N,Y,N,N,N,N,N,N,N
0215-1302,,None,N,Y,N,N,N,N,N,N,N
0215-1303,,None,N,Y,N,N,N,N,N,N,N
0215-1304,,None,N,Y,N,N,N,N,N,N,N
0215-1305,,None,N,Y,N,N,N,N,N,N,N
0215-1306,,None,N,Y,N,N,N,N,N,N,N
0215-1307,,None,N,Y,N,N,N,N,N,N,N
0215-1308,,None,N,Y,N,N,N,N,N,N,N
0215-1309,,None,N,Y,N,N,N,N,N,N,N
0215-1310,,None,N,Y,N,N,N,N,N,N,N
0215-1311,,None,N,Y,N,N,N,N,N,N,N
0215-1312,,None,N,Y,N,N,N,N,N,N,N
0215-1313,,None,N,Y,N,N,N,N,N,N,N
0215-1314,,None,N,Y,N,N,N,N,N,N,N
0215-1315,,None,N,Y,N,N,N,N,N,N,N
0215-1316,,None,N,Y,N,N,N,N,N,N,N
0215-1317,,None,N,Y,N,N,N,N,N,N,N
0215-1318,,None,N,Y,N,N,N,N,N,N,N
0215-1319,,None,N,Y,N,N,N,N,N,N,N
0215-1320,,None,N,Y,N,N,N,N,N,N,N
0215-1321,,None,N,Y,N,N,N,N,N,N,N
0215-1322,,None,N,Y,N,N,N,N,N,N,N
0215-1323,,None,N,Y,N,N,N,N,N,N,N
0215-1324,,None,N,Y,N,N,N,N,N,N,N
0215-1325,,None,N,Y,N,N,N,N,N,N,N
0215-1329,,None,N,Y,N,N,N,N,N,N,N
0215-1330,,None,N,Y,N,N,N,N,N,N,N
0215-1331,,None,N,Y,N,N,N,N,N,N,N
0215-1332,,None,N,Y,N,N,N,N,N,N,N
0215-1333,,None,N,Y,N,N,N,N,N,N,N
0215-1334,,None,N,Y,N,N,N,N,N,N,N
0215-1335,,None,N,Y,N,N,N,N,N,N,N
0215-1336,,None,N,Y,N,N,N,N,N,N,N
0215-1337,,None,N,Y,N,N,N,N,N,N,N
0215-1338,,None,N,Y,N,N,N,N,N,N,N
0215-1339,,None,N,Y,N,N,N,N,N,N,N
0215-1340,,None,N,Y,N,N,N,N,N,N,N
0215-1341,,None,N,Y,N,N,N,N,N,N,N
0215-1342,,None,N,Y,N,N,N,N,N,N,N
0215-1343,,None,N,Y,N,N,N,N,N,N,N
0215-1344,,None,N,Y,N,N,N,N,N,N,N
0215-1345,,None,N,Y,N,N,N,N,N,N,N
0215-1346,,None,N,Y,N,N,N,N,N,N,N
0215-1347,,None,N,Y,N,N,N,N,N,N,N
0215-1348,,None,N,Y,N,N,N,N,N,N,N
0215-1349,,None,N,Y,N,N,N,N,N,N,N
0215-1350,,None,N,Y,N,N,N,N,N,N,N
0215-1351,,None,N,Y,N,N,N,N,N,N,N
0215-1352,,None,N,Y,N,N,N,N,N,N,N
0215-1353,,None,N,Y,N,N,N,N,N,N,N
0215-1354,,None,N,Y,N,N,N,N,N,N,N
0215-1355,,None,N,Y,N,N,N,N,N,N,N
0215-1359,,None,N,Y,N,N,N,N,N,N,N
0215-1360,,None,N,Y,N,N,N,N,N,N,N
0215-1361,,None,N,Y,N,N,N,N,N,N,N
0215-1362,,None,N,Y,N,N,N,N,N,N,N
0215-1363,,None,N,Y,N,N,N,N,N,N,N
0215-1364,,None,N,Y,N,N,N,N,N,N,N
0215-1365,,None,N,Y,N,N,N,N,N,N,N
0215-1366,,None,N,Y,N,N,N,N,N,N,N
0215-1367,,None,N,Y,N,N,N,N,N,N,N
0215-1368,,None,N,Y,N,N,N,N,N,N,N
0215-1369,,None,N,Y,N,N,N,N,N,N,N
0215-1370,,None,N,Y,N,N,N,N,N,N,N
0215-1371,,None,N,Y,N,N,N,N,N,N,N
0215-1372,,None,N,Y,N,N,N,N,N,N,N
0215-1373,,None,N,Y,N,N,N,N,N,N,N
0215-1374,,None,N,Y,N,N,N,N,N,N,N
0215-1375,,None,N,Y,N,N,N,N,N,N,N
0215-1376,,None,N,Y,N,N,N,N,N,N,N
0215-1377,,None,N,Y,N,N,N,N,N,N,N
0215-1378,,None,N,Y,N,N,N,N,N,N,N
0215-1379,,None,N,Y,N,N,N,N,N,N,N
0215-1380,,None,N,Y,N,N,N,N,N,N,N
0215-1381,,None,N,Y,N,N,N,N,N,N,N
0215-1382,,None,N,Y,N,N,N,N,N,N,N
0215-1383,,None,N,Y,N,N,N,N,N,N,N
0215-1384,,None,N,Y,N,N,N,N,N,N,N
0215-1385,,None,N,Y,N,N,N,N,N,N,N
0215-1386,,None,N,Y,N,N,N,N,N,N,N
0215-1387,,None,N,Y,N,N,N,N,N,N,N
0215-1388,,None,N,Y,N,N,N,N,N,N,N
0215-1389,,None,N,Y,N,N,N,N,N,N,N
0215-1390,,None,N,Y,N,N,N,N,N,N,N
0215-1391,,None,N,Y,N,N,N,N,N,N,N
0215-1392,,None,N,Y,N,N,N,N,N,N,N
0215-1393,,None,N,Y,N,N,N,N,N,N,N
0215-1394,,None,N,Y,N,N,N,N,N,N,N
0215-1395,,None,N,Y,N,N,N,N,N,N,N
0215-1396,,None,N,Y,N,N,N,N,N,N,N
0215-1397,,None,N,Y,N,N,N,N,N,N,N
0215-1398,,None,N,Y,N,N,N,N,N,N,N
0215-1399,,None,N,Y,N,N,N,N,N,N,N
0215-1400,,None,N,Y,N,N,N,N,N,N,N
0215-1401,,None,N,Y,N,N,N,N,N,N,N
0215-1402,,None,N,Y,N,N,N,N,N,N,N
0215-1403,,None,N,Y,N,N,N,N,N,N,N
0215-1404,,None,N,Y,N,N,N,N,N,N,N
0215-1405,,None,N,Y,N,N,N,N,N,N,N
0215-1406,,None,N,Y,N,N,N,N,N,N,N
0215-1407,,None,N,Y,N,N,N,N,N,N,N
0215-1408,,None,N,Y,N,N,N,N,N,N,N
0215-1409,,None,N,Y,N,N,N,N,N,N,N
0215-1410,,None,N,Y,N,N,N,N,N,N,N
0215-1411,,None,N,Y,N,N,N,N,N,N,N
0215-1412,,None,N,Y,N,N,N,N,N,N,N
0215-1413,,None,N,Y,N,N,N,N,N,N,N
0215-1414,,None,N,Y,N,N,N,N,N,N,N
0215-1415,,None,N,Y,N,N,N,N,N,N,N
0215-1416,,None,N,Y,N,N,N,N,N,N,N
0215-1417,,None,N,Y,N,N,N,N,N,N,N
0215-1418,,None,N,Y,N,N,N,N,N,N,N
0215-1419,,None,N,Y,N,N,N,N,N,N,N
0215-1420,,None,N,Y,N,N,N,N,N,N,N
0215-1421,,None,N,Y,N,N,N,N,N,N,N
0215-1422,,None,N,Y,N,N,N,N,N,N,N
0215-1423,,None,N,Y,N,N,N,N,N,N,N
0215-1424,,None,N,Y,N,N,N,N,N,N,N
0215-1425,,None,N,Y,N,N,N,N,N,N,N
0215-1426,,None,N,Y,N,N,N,N,N,N,N
0215-1427,,None,N,Y,N,N,N,N,N,N,N
0215-1428,,None,N,Y,N,N,N,N,N,N,N
0215-1429,,None,N,Y,N,N,N,N,N,N,N
0215-1430,,None,N,Y,N,N,N,N,N,N,N
0215-1431,,None,N,Y,N,N,N,N,N,N,N
0215-1432,,None,N,Y,N,N,N,N,N,N,N
0215-1433,,None,N,Y,N,N,N,N,N,N,N
0215-1434,,None,N,Y,N,N,N,N,N,N,N
0215-1435,,None,N,Y,N,N,N,N,N,N,N
0215-1436,,None,N,Y,N,N,N,N,N,N,N
0215-1437,,None,N,Y,N,N,N,N,N,N,N
0215-1438,,None,N,Y,N,N,N,N,N,N,N
0215-1439,,None,N,Y,N,N,N,N,N,N,N
0215-1440,,None,N,Y,N,N,N,N,N,N,N
0215-1441,,None,N,Y,N,N,N,N,N,N,N
0215-1442,,None,N,Y,N,N,N,N,N,N,N
0215-1443,,None,N,Y,N,N,N,N,N,N,N
0215-1444,,None,N,Y,N,N,N,N,N,N,N
0215-1445,,None,N,Y,N,N,N,N,N,N,N
0215-1446,,None,N,Y,N,N,N,N,N,N,N
0215-1447,,None,N,Y,N,N,N,N,N,N,N
0215-1448,,None,N,Y,N,N,N,N,N,N,N
0215-1449,,None,N,Y,N,N,N,N,N,N,N
0215-1450,,None,N,Y,N,N,N,N,N,N,N
0215-1451,,None,N,Y,N,N,N,N,N,N,N
0215-1452,,None,N,Y,N,N,N,N,N,N,N
0215-1453,,None,N,Y,N,N,N,N,N,N,N
0215-1454,,None,N,Y,N,N,N,N,N,N,N
0215-1455,,None,N,Y,N,N,N,N,N,N,N
0215-1456,,None,N,Y,N,N,N,N,N,N,N
0215-1457,,None,N,Y,N,N,N,N,N,N,N
0215-1458,,None,N,Y,N,N,N,N,N,N,N
0215-1459,,None,N,Y,N,N,N,N,N,N,N
0215-1460,,None,N,Y,N,N,N,N,N,N,N
0215-1461,,None,N,Y,N,N,N,N,N,N,N
0215-1462,,None,N,Y,N,N,N,N,N,N,N
0215-1463,,None,N,Y,N,N,N,N,N,N,N
0215-1464,,None,N,Y,N,N,N,N,N,N,N
